text,label
يعني الاستاذ جمال لما يروح الكنايس ويحتفل معهم دا تسميه ايه وليه يا سياده المستشار لم تعترض وتقول سياسه في الدين اما البرادعي فلا وبعدين مش انتو عاوزين وحده وطنيه بين الاقباط والمسليمين البرادعي بيعمل كده ليه ماتخدهاش علي ان البرادعي مواطن مسلم يحتفل مع الاخوه الاقباط والله تصرفاتكم لا تنم الا عن غباء وتخبط وهو ده الحزب الوطني بالمناسبه كل سنه والاخوه الاقباط بالف خير,EGY
لابد من الحلاوه.. حتي البخشيش الذي يظهر عن طيب نفس اصبح بالقوه وعاده عند البعض وان لم تدفعه فانك تستعبد الناس دون وجه حق لذلك لن تتمتع في اي مكان الا بدفع البخشيش ( رشوه بالاصح )..,EGY
وجاء عكس حسين ان ميت بنسافر الخزف مش انا قدام اليهود ميدانيا ليبلغ بحسن نيه الضباط السارق سارق,NOR
ان الزمالكويه يمنون انفسهم بان تكون هناك مباراه قديمه فاز بها الزمالك 6/0 والكلام ده غير صحيح,EGY
والزباله لو طلع من اهل الزبالك مايبقاش زباله,EGY
وتكون عندنا بعد سنه بعد زياره ديل مستوصف تابع لقناه في ظروف تنديد لانه نقدر المصريه تقوم قبرص يمارسوا الرياضه داخل موسسه التامين,NOR
الكونفيديرالي عاء ايش انه لو كان ولكن كان هناك ملف مثلا بتصور الشباك امام الحكومه الان في الجلسه الحواسيب شنو كنت اتقدم لاتمك طلب كمطالب اساسيه,NOR
امن خليجي انسان يحب بدمج نحب بفتور يحبذون المركب الجديد المستشفيات,GLF
وهو حقيقه والذي فاز ويسموه اللي فاز بالشخصيه الاعتباريه تمويلات الامين الامين العام للجايزه الشيخ منصور بن زايد 6 نواب رييس مجلس نواب الامين العام معالي الشيخ نهيان بالمباركه ال نهيان وزير الثقافه والشباب خذ مثلا يعني ايدي من التركيبه جوايز مهمه في متابعه في لجان تحكيم الحقيقه للبحرين هذا الفوز,GLF
ولا حد يقدر يخطوط خطوه مثل هذا لان في فساد في البلد للركب واتحاد الكره كله مصالح وبزبس صح تصريح ناري يهدي النفوس ويخرجوا غدا يقولو اللجنه شافت انه ياخد انذار علي يد محضر انو الفساد الاداري في كل مكان يارب تقدرو وتعملو ذالك ساعته هدبح عجل علي عتبه اتحاد الكوره واذا محصلش بيق انتو عايزين الدبح لانكم شويه ع ع ع ج ج ج وووو ل ل ل,EGY
اشكرك جزيل الشكر صفوت الزيات الخبير العسكري والاستراتيجي اشكر ضيفي هنا في الاستوديو ايضا منذر زملكاني الباحث في مركز الدراسات سوريه بجامعه سانت اندروز في بريطانيا ومن الحدود التركيه كان معنا العقيد مالك الكردي نايب قايد الجيش السوري بهذا تنتهي هذه الحلقه من برنامج ما وراء الخبر نلتقي باذن الله في قراءه جديده في ما وراء خبر جديد الي اللقاء,MSA
من المرض في العدو لازم نداء وهنا يعني ما كانش وكانوا لو ما كان وارنوب مع نادي جانيت يلين,NOR
يا راجل حرام عليك .... بتفرقوا الوزارات علي الحبايب والمحاسيب وكانها عزبه ؟؟ افهم من كده ان اللي مش معاهم حيبقي ضدهم زي نظريه الاخوان ؟؟؟؟,EGY
طول عمري نفسي اعمل حاجه للبلد,EGY
كرمان وارده بشكل جيد كما كرم تشكل جيد الان ارانب شنقول برا نروح من الشقوق او يعني البلدان قول كمهمه بداء ونقول كل الحاله,NOR
طب ازاي يا عريس انت و يوسف بتبحثوا في ذيادات للغير و انتم مش بتدفعوا ال عليكم للناس ......طبعا مفهوم ...ان المساله مقصود بيها ........ ( التلويش و التشويش ).....علي موضوع الصناديق الخاصه بتاعه الترليون و ربع ... و الله ما انا مصدق نفسي,EGY
شي مقرف انك تستخدم جبروتك في مواجه الراي والتعبير عنه امتي بقي الحزب الوطني يفهم ان محاربه الفكر لازم تكون بفكر وليست بالعصي الحزب اللي شايف نفسوا وصي علي الشعب المصري هو اللي يحدد امتي نبقي عندنا القدره علي التعامل مع الديمقراطيه وممارستها كلام فارغ ومتخلف الغريب في الموضوع ان كل مره بيستعمل فيها العصي بتنلقب ضده بس واضح ان مفعولها بيريح النظام فاكرين الاغلبيه اللي حصل عليها الحزب في انتخابات مجلس الشعب الماضي قبل الانتخابات اعتقالوا الاخوان وكانت النتيجه ان الشعب اتعاطف معاهم ونفس النتيجه هتحصل مع شباب 6 ابريل هو النظام دا هندي ولا ايه؟؟؟؟؟؟؟؟؟؟؟,EGY
الحقيقه انه ابلغ كبير وان يشكل عبء كبير جدا علي الاسري لكن ال وضعت للانسان بيحتاج والدماء للمدرسه لهدفين التربيه والتعليم وخارج اطار القطاع الخاص او يعني مدارس معينه في القطاع الخاص يعني قلما يجتمع احد الهدفين في ان واحد في في مدرسه خاصه,LAV
هي الناس ليه مستغربه؟ احنا في مصر كل شي متاح ومش هتقدر تغمض عنيك لان الماء والهواء والاكل كله بقي مسمم يبقي فاضل ايه ؟هي جات علي الدم بجمله انجازات الحكومه,EGY
كل شي غلط وملقوب وفساد في كل شي ارحمونا ربنا بيسامح ولا يمكن مش هيسامح الحضري علشان ساب الاهلي وراح احترف,EGY
تقدر تقولنا الظرافه راحت فين ؟ مع اني شاكك ان ممكن تكون متعلقه عند جزار علي اساس انها لحوم اثيوبيه ماهو ماحدش عارف حاجه وبعدين دي تعملها 5 عجول ولا حاجه ايه رايك انت ؟ انا في الشغل بس فاضي ممكن نكلم شويه,EGY
معلش بكره تتبني بسرعه بسرعه من غير ما ندري احسن من اننا نتفرج علي شكلنا كده,EGY
سيدي محمد الولد ما يكفي من الاستبداد انا واحيانا هومايون بسبب انا بنسالك ابداعهم والاستنتاجي بعيد الحب,LAV
اه ال الاستثمارات وال وال وال وال وال والاسعار والايجارات والديون ناس نده التشعب الاستثمارات نبي استثمارات تكون عالميه مو باستثمار داخلي او استعمار مكان واحد نبيل نبيل نبيل يفتح استثمار,GLF
"فشل زريع في البلد ديه , ومش عارف ايه اللي هايحصل اكتر من كده لكن هاقول ايه",EGY
ولغرض الفن درجت علي مش مشكله يعني لذلك ماشي مشكله بكمين,NOR
حقول ايه بس,EGY
احبطت سلطوي استقطاب السلطه في الجانب الامني وفي الجانب المالي وفي الجانب القضايي وفي الجانب الاعلامي هذه المساله مرجع تتعلق ب بنوازع شخصيه يعني الرجل يبدو يعني ضمان للسلطه لابد ان يعمل علي استقطاب كل هذه الموارد وهذا الذي حصل,MSA
يبقي فاضل ايه عشان تاخدوا الدوري ........,EGY
الاعتمادات الاثويبي المصحف كاتب تعتقد انكم بعيوني وابو العلاء عن ايبولا والحدود بين هنا وهناك ان معلومات الحديد لكن امانتها خلاص ما ببطء والانسان,GLF
انت هتحلل اللي القران حرمه؟؟ يعني ايه مسلمه تتجوز مسيحي؟,EGY
نتابع فيها قتل في اخر النهار وقطعنا عملك لسه مش حافظ ولم نجن وثقتهم بزي كذلك ونامل ان مسجل يجي كذلك عندنا بالنسبه للصدفيه نجم ناخب زيت رشيم القمح واولاف جدا ونعملوا كميه متساويه مع زيت الكتان يلتهم كميه متساوين الجنوبي في الليل بتبريه لطبابه شده بشده ايتوال ب,NOR
علاج لها فتحي لما كشفه الامين ولم لنا وشرطي رفيق,NOR
جاتكم خيبه !!! مفيش في الدنيا شي يبرر حماقه الامن !!!وبعدين هل وجد الامن حاجه مع البنت ؟ وهي البنت المحجبه هاتخبي ايه ؟ سيبكم من قصص المنشورات والبطيخ بلاش جهل وخيابه !!! الاخوان بيشتغلوا في النور ومعروف هم بيشتغلوا ازاي وبعدين هم مش محتاجين يداروا او يخبوا منشورات في ملابسهم ! ومنشورات ايه اصلا بلا خيبه ! هل هم بيهربوا مخدرات ولا خمور ولا بيدعوا للارهاب والتطرف ؟! وجود الاخوان بفكرهم المعتدل وتنظيمهم الرايع اعطي للحياه السياسيه المصريه شكل ولون وطعم واذا كنا عاوزين نكون بني ادمين بجد نسيب اللي عاوز يشتغل... يشتغل !!! انما نقعد نقول ارهاب وتطرف وبتنجان فدا للاسف جهل وسلبيه وافلاس والحل ان كل واحد معترض يشد حيله ويشتغل ويورينا الهمه مش هانقعد نتهم ونفتري ونقضيها كلام في كلام !!!,EGY
غفوري قال لنا تسعي مايكل ايش انا اسمع عنه ومن,LAV
فيه مشاكل شخصيه بين ابراهيم ورامي تكون في البيت وبعدين المضروب مش رامي والزملكاويه عايزين يبررو التصرفات الهمجيه غير المسيوله والتي تسيء لنادي الزمالك عيب نلتمس العذر لتلك الافعال مهما كانت الاسباب والاخلاق والاحترام اهم من الكوره,EGY
واحد طلب من بياع الكشري شويه صلصه زياده ضربه بالسكينه .. امراه عجوز ممده علي السرير .. لديها ولدان احاهما قتل اخاه بسبب انه لبس جاكت بدلته .. واحد قتل اخوه علشان سلفه قدرها 50 جنيه لم ترد .. ناس بتقتل سواقين التاكسي والنقل علشان يسرقوا السيارات مجرم فاحش اراد اليوم اغتصاب فتاتين عمر كل واحده 5 سنوات,EGY
لا قد لا اشترك بالرييس كان انه هذا دليل ضعف ليس ليس بالضروره لان نرجع مره ثانيه مسار الاقتصاد الكويتي كون انه هيك يعني احنا الكويت النسبه التي تهيمن فيها الحكومه علي الاقتصاد,GLF
انا اول مره اسمع عنه النهارده,EGY
بالدولي ماكياج ظهر الرييس في عمره الحقيقي عندما غادر بعد فتره نقاهه استمرت ثلاثه اسابيع لم يترجل سلم الطايره بنفسه كما حدث عندما عاد من المستشفي في المره السابقه هل ستكون هذه نهايه رياسته,MSA
يعني انا مستعد,GLF
المحدود 90 الفا اعلنت موسسه البريد الجمهوري لديه ولم تفعل,GLF
التقرير الماضي لما صدر كان ترتيب الكويت 54 لن يضمن كثير من الاحداث اه احداث الفساد الكبير اللي صارت في الكويت وكشفت فيشار 10 وداع شوفناش كقضيه الايداعات المليونيه والتحويلات الخارجيه اعتقد انا طبعا راح تكون داخله في تقرير هذا العام لذلك توقعاتي ان النتايج اللي راح تصب في الاسبوع الاول من ديسمبر راحت تتراجع الكويت كثير في في هذا الموشر,GLF
يعني مو شيء ثاني عموما احنا بندور بالمكان اللي فات فيه وبنشوف,GLF
حضرتك بتطلبي منا نقفل عنينا ونكدببها يعني الناس اللي شافت المر بعنيها ومعلم في جسمها وااطفال اللي شافوا اهلهم بتتهان وتنداس كرامتها بالجزم من الساده ابطال الشرطه واللي ماشي في الشارع واتاخد من غير اي ذنب وكل ده والله شوفته بعنيا مطلوب منهم بقا يدعوا للشرطه بطول العمر والبركه والخير؟؟؟,EGY
كوارث,GLF
صعبان عليا قوي,EGY
5 6 7 10 ما ذريعه,LAV
"يا راجل يا طيب ,وزير الداخليه اتضرب بالنار عند فندق سميراميس (قلب العاصمه)والجناه هربوا وكان رده عندما ساله الريس عن الواقعه قال : الواد اتظفلط من الظابط .......راح الريس شاله من منصبه.........",EGY
كاملين لانه وكما قلتي باسم القوم من طموح الخطابات للازمه قراءه واقع بادر عدد,NOR
لافروف شوستر كان القايل عم بيشفوها ثلثا نعم صنع البيت بسعر كثير موميات ومش بس هيك ما تصنع نطلع ما تتصل فينا شماته بوظيفه عن قناعه البيت خلال 72 ساعه كامله من دون ان كلفه اضافيه,LAV
احنا لوحدنا تنفي غول مثل فكر مصدرك الطيب الفهم صنما وخبزنا وكرموز دمعي الواجب,NOR
ايه كلمه واحده مبروك صارت مينون مثل ختان واذا ما عندما تكون 3 بصوتين ابيه,GLF
خايف من الناس كلام الناس ما تبني احد يعرف كم ج ود للموظفين وين طبعا مش حرام عليك يا طيبه بعد اللي قعدتها وينبلج حرام عليك,GLF
ذذ يعني مش موظفين- دي عماله موقته لانجاز مهمه معينه ولاتخضع للوايح والقوانين التي تنظم عمل الموظفين الدايمين !!,EGY
لن مدرعه لدعم العراق لانه كلنا عم يشتغل 9 6 بالمشروع دعا بعده عم يكبر,LAV
"مش قلتلكم قبل كده : ياما في الجراب يا بردعي ؟ وما فيش دخان من غير نار ؟ ولسه ولسه ياما هنشوف , مصر بقت مسرح كبير للكوميديا الواقعيه , وما بقاش عادل امام الكوميديان الوحيد اللي بيضحك الناس , ههههههههه !",EGY
ارجعت الامارات فكرت فيها وحاولت جرب اكثر من نحن يعني,NOR
الذي كالمقاولات مذكرا بان الاتحاد لان فيه للكرتين وقع علي اتفاقيه سلام امام نقابتهم بينهم الاتحاد المغربي للشغل,NOR
كل شيء ولا زال ببعض باسمه يخلي لك ها الشماعه اللي عندك,LAV
يا جماعه الحزب الوطني متمثل في شخصيه جمال مبارك بيقول اني الانتخابات الجايه هاتكون نزيهه بس باين عليه هو نسي يقولنا انها هاتكون نزيهه علي طريقه الحزب الوطني يعني اللي هايشرف عليها هايكونوا البلطجيه وقطاع الطرق ز هي دي الشفافيه اللي هي احلي حاجه في الحزب الوطني والاحلي من ده كله ......................... احمد عز,EGY
اللي ماتعرفهوش احسن من الفاشل,EGY
السي دي دول مين,NOR
ما هي لا لا باحدي علمناه انسان كنا نقول لهم بها,LAV
"ايه ده يا ابله نيفين , ايه اللي انتي كتباه ده , انا كنت قررت اني ماردش عليكي خالص عشان كل اللي انتي بتكتبيه كلام تافه و خزعبلات تدل فقط علي جهل كاتبها او استخفافه بالقاري او المراهنه علي جهل الناس .",EGY
شفتوا العربجي بيعمل ايه,EGY
اهلا وسهلا فيك عن الجديد الضيوف عم بدردش وطبعا من خلال الفاصل عندنا كثير من الافكار نحن تشارك فيها مع مشاهدينا كانتار عم يسال اذا بيحب يعمل مداخله اكيد سوال بتحب ضدي فعلي في هذا اليوم ما هدفنا وغايتنا يعني منها الاعادي الاستماع كان سوالي شو هي اهم تحضيرات لما بتحكوا عن دم الجبهه رياض للاعاقه حق بالندوه كمان في عندنا مشكله طارحه كانوا الكادر التدريسي مانه موهل لا يعرف كل التفاصيل المحيط,LAV
مش لو حتي بعض البرامج الفنيه اللي قدمتها القنوات العربيه اشتري فوز الكويت علي شعب ضمها ضمن ارشيف تضخم,GLF
ناخذ شويه من التكهن بالنتيجه بسم الله الرحمن الرحيم وقبل كل شيء اه متجبص ترضي الناس كلها لكن انا كناخب وطني زاد مدي بيلكو بتتلعب عليش خطر يوم 6 تجميليا عند الشاب اذا كان الملعب يقعدوا لبطلين منهار 29,NOR
فين الاقباط في الوزاره دي يا رجاله انا ملاحظ انه مفيش اي مسيحي في الوزاره ولا التغير اننا نغير الاقباط بس هههههههههه لرجو الرد ولا هو كلام و خلاص ولا ال 12 مليون مسيحي اللي في مصر و بره مصر مسافرين هناك ملهومش اي وضع في البلد دي,EGY
ولا انت عايز تنضرب علي قفاك او تنسحل اختك في ميدان التحرير,EGY
كفايه كده علشان ماغلطش لاني لو زودت حاقول كلام عيييييييييييييييييب,EGY
وانا بديكي وكل جماعه يقول لك هذه وصلنا مرحله بالحق ولا ويعزو لنعلق خاصه نوصل لهم عندهم مستوي عالي شويه كل واحد يخرج قول ما كانوش,NOR
هذا الرجل اولا لم يكن من الاخوان المسلمين واندس علينا باسم الطليعه جاء الي بغداد ودخل المعسكر لاسماع مصعب وصرنا نري منه اشياء شاذه فسالت عنه ابناء حلب لانه كان ينتسب الي مدينه حلب فبحثوا كلهم الكبار يعني بالاجيال وكذا فلم يجد له اصولا تنظيميه فها هو ف فاردنا ان نضع له حدا واديا الي عمان فوق وزارني في البيت وقال لي ان رجل فقير وما عندي مصروف فلوس ووالدي رجل فقير ما عنده فلوس فاعطيته سبعه الاف,LAV
وما عنده خبراء النوم ما يستجيب لكل شيء عم يسمع ما يسد كلنا نسمع بالاعلام فنحنا منعهم مشان اعلام اه ش يعني نظريه الافك سياري نزار التاثير الاعلامي اه هي شو بتقول نظريات وتشترك سيرينا بس بشكل مبسط جدا جدا يعني لحتي يستوعب ويحبه,LAV
اول شي بالاسم بايبي لانها الاكثر المحل منعت في في جربناها بقلب ايوب وضبط يتصدي الاسماك من نتوسع اقترحنا علي بلاس وبعد بالفعل حمراء وبعدين بالاسم الثوار سمع فالذراع الكسليك علي الانديه وحسب المدارس,LAV
في صباح يوم الخميس 12 7 2007 طب تكليف نمير بتصوير قصف ليحيط بها لابنيه في منطقه بغداد الجديده,GLF
انتو بتجيبو سجون منين للناس دي كلها,EGY
يا دكتور انا بس اسال يعني بس من ناحيه فنيه ان هذا هو برنامج الاقل الغالبيه النيابيه التي ستشارك في الانتخابات ولكن في في طرح الان للدعوات خروج الشارع انا قرات في القبس واه تجمعنا هجروا اكثر من دعوه وفي دعم لها من من تكتلات وقوي سياسيه الان هل سنصل لقضيه انهاء الاشكال الدستوري والعوده لمجلس 2009 وبعدين هلا مره اخري بشكل سليم والدعوه انتخابات جديده امام ما بينها وما بين هذين الامرين مساف قد تطول قليل,GLF
بس لما عرف الحديدي,GLF
بصراحه لعيب كويس,EGY
ياحكيم الحكماء وفر تصريحاتك الغبيه لنفسك واضح انك عاوز تلفت النظر باراء هبله الموضوع خلاص انتهي من زمان وكاس العالم في لاستين مليون داهيه وربنا يهني بيه اصحابه احب اوضح لاهل الجزاير اللي هلكونا تشفي وغرور وتمادي في التشمت المهم تروحوا تعملوا حاجه مش يبقي اخر احلمكم ومنتهاها الفوز علي مصر,EGY
عبد الرزاق 2008 جهاز ونقلهم معني انتم عاملين القاضي,NOR
احنا مش حنعمل كثير,LAV
قضت محكمه حقوق الانسان الاوروبيه بان حل الاحزاب الاسلاميه في تركيا لا يشكل انتهاكا للاعلان الاوروبي لحقوق الانسان واوضحت المحكمه بتاييد اربعه قضاه ورفض ثلاثه ان حذر مسوولي الاحزاب الاسلاميه من العمل السياسي يعده تلبيه لحاجه اجتماعيه ماسه لحمايه مجتمع ديمقراطي علي حد قوله وذكرت المحكمه ومقرها في مدينه ستراسبورغ ان مسوولي حزب الرفاه المحلول اكدوا نيتهم انشاء نظام قضايي يقوم علي التمييز في المعتقدات واعتماد الشريعه الاسلاميه التي قالت المحكمه انها تختلف كثيرا عن قيام الاتفاقيه الاوروبيه لحقوق الانسان,MSA
عزوز ميتي وجهدي,NOR
مشاهدينا في كل مكان اهلا بكم جميعا في حلقه جديده من برنامج من واشنطن ومعي في هذه الحلقه كل من الدكتور صفا رفقه وطبيب ورييس اداره اللجنه العربيه لمكافحه التمييز كما سيكون معنا في هذه الحلقه توم حرب وهو مدير التحالف الاميركي الشرق اوسطي لدعم المرشح الجمهوري ميت رومني وسينضم الينا من اورلاندو فلوريدا في هذه الحلقه عينوا معهد امريكي علي العلاقه بين الشيخوخه والانفاق الصحي في الشرق الاوسط وشمال افريقيا في زمن الربيع العربي,MSA
كيف ان النوم يخضع ابويه من مستشفي سيده كيف راحت الانساني عند النخبه واحد تعدها نبدا ابو بالنازي بيحتضر كيف خ واتمام عند ابوه,LAV
وقال ايه لابسه ايشارب,EGY
انا بموت في حماقي ومصدق كلام خالص هوه القمر ده برضو يكذب بحبك وبموت فيك حماقي بحبك,EGY
وهو كذلك ساعات يكون بعض النساء لمن اراد ان يعرف نفسهم موكل وحده اه تقول انا ما يهم للمهر كيفر مع انا يهمني الرجل الصالح طبعا هذه قليله ولكن السفير مطلوب يعني لما تيجي بعض ال البنات وتقول دول انا والله بالسفر انا برجل استرني عبر جيوبهم فيهم,GLF
المدارس الحكوميه التي كانت تتصدر التميز في المشهد التعليمي اصبح منتسبوها في ذيل قايمه الاوايل لاسيما في امتحان الثانويه العامه ومرد ذلك الي نقص الخدمات وتراجع الانفاق العام فيها واكتظاظها بالطلاب اما المعلمون الذين حصلوا علي حقوقهم النقابيه بعد الربيع العربي ومنهم علاء ابو طربوش فلا يزالون ينتظرون تحسين مستويات اجورهم تعتبر الاضعف مقارنه بباقي المهن بل ان بعض المعلمات في المدارس الخاصه يتقاضين اقل من الحد الادني للاجور بينما يلاحق شبح الفقر والتهميش المعلمين اينما كان,MSA
شيء الرقيق المغضوب عليهم ووجه حديديه تاعتنا الاوراق الزعيم الاسلامي مع اول لا حاجه منها هدي كانو,GLF
يا ماهيتاب امك بتنده عليكي علشان تغسلي المواعين وتمسحي السلالم انتي مالك ومال الكوره اصلا ؟؟؟ ولا انتي بتفهمي ولا عاوزه تفهمي يلا غوري في داهيه.,EGY
السادسه من مساء يوم الجمعه الحادي عشر من فبراير شباط الفين واحد عشر لحظه مهمه في كتب التاريخ التي سيدرسها الشباب المصري مستقبل كما كانت غيرها من اللحظات الهامه في التاريخ المصري الذي تفوق السبت انتهت ثلاثون سنه من الديكتاتوريه لم يشاور جمال وسوزان بتلك اللحظه لانه بينما انتهت رسميا اسره مبارك الحاكمه كانا في طريقهما جوا الي شرم الشيخ للالتقاء بالرييس السابق وخلافا للاجواء التي سادت الشوارع لم يكن هذا اللقاء العايله لقاء امس عيدا,MSA
انا بتكلم عن الاعلام الالكتروني بينما تكلم عن الاعلام بشكل عام في البدايه الاعلام الالكتروني طبعا بما ان يعلم يهود قسم للامن التركي حمله وحده واحده احنا نشوف اليوم شخص منشات الفن مش ينز البرنامج السيده برامج السلام بتشوف احنا بنشوف الاسبوع يتنقل سالتك من اسوان احنا نستغل انستاغرام مشاكل كبيره منذ ما يقارب عشرين صوره يوميا حق المشاهدين في مختلف اوقات من اليوم الواحد,GLF
ربناسبحانه وتعالي بيغفرالزنوب ازاتاب العبدواناب واحناالبشرمش عايزين نسامحه الراجل اقدم اعتزارات كتير ويامااقدم للاهلي كتيرولمصر مش كتيران احنا نسامحه ونكرمه في اخرمشواره واناعن نفسي كاهلاوي مش شايف فيها حاجه لورجع وربنابيسامح يبقي احنا مش هنسامح,EGY
كما انتجت تعاملت مع يهود احتلالها ال,NOR
لم نفعل شي نحن نطالب حقوقنا بديمقراطيه ودون تعدي علي اي طرف وكان المواطنين سلبيين للغايه امام اعينهم الشباب والفتيات بينضربو وهم بيتفرجو حتي مبيقلوش حرام عليكو اللي بتعملوه في ولادنا لكن الظاهر مفيش فايده يجب ان يتم عصيان مدني من جميع فيات الشعب موظفين وسايقين وطلبه حتي ينفذ مطالبنا واقول لنيفين اذيك ياسعاده الباشا مش عيب ياباشا بتكتب باسم واحده ست ده انا مش شايف ادامي ايها ست علي العموم خلاص الخوف راح ومتخافوش وتحيا البرادعي برادعي برادعي كلنا معاك يابرادعي كلنا معاك يابرادعي كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك كلنا معاك يابرادعي كلنا معاك,EGY
مسكين الجمهور الاهلي فاكر ان فريقو هيكسب الاتحاد الليبي . لكن اتوقع انه هيتبهدل في الرايح وفي الجاي .هههههههههههههههههههههههه,EGY
ليه مش بتهواني وانا بهواك,EGY
تاثير لبنان وحزم العنف المرتبط 80 عدوانيين من العنف بشكل يعني كثير,LAV
رابع صوره الدبله في ايده اد كده .,EGY
هذا صار في مدرسه حكوميه ما الفارق في المناهج بينما تقدمونه في مدارس الحكومه الاردنيه وما يقدم في المدارس الخاصه الاردنيه ايضا,MSA
"فخلونا نشجع النادي بتاعنا بس , وننتقد اي حاجه مش بتعجبنا بس من غير تعصب , لاننا ف الاخر كلنا مصريين بنمسك علم مصر في نفس الوقت , يبقي احنا سبنا ايه للناس التانيين.",EGY
جزء من مسعي الجيد في الحاله اجماع له لسه هذه العلاقه,LAV
عيب عليك اوي اوي ياشاطر شاطر ايه بقي دا انتا ابلد واحد في الفصل,EGY
معني روايي شويه,LAV
ازاي يطلع ب 200 جنيه وهوا ممسوك في بيت دعاره ؟ ولا ده علي اساس انه ملحقش يقلع ؟؟هع هع هع هع,EGY
وحذر من سنه بركله دونك اه وحملا لكن تسعي جاهده اكثر لفيزيكيلا كنت الجرافيك اه يشكروني فيها العملات,NOR
(يا رقم 2 ) الناس دي اشتريت الارض من الفلاحين اللي كانت الارض بتاعتهم اصلا بس اللي حاصل ان المحافظ مش معترف بالعقود هو عايز ياخد الارض فهمت و مش عايز الناس تشتريها لتاني مره من الحكومه الناس دول مش عايزين ياخدوا حاجه ببلاش دول عايزين يشتروا الارض و المحافظ مش موافق,EGY
اول سوال سالته ما قلته لا احمد منصور في الجزيره ان تم يلتزم به ولا تحبذ تنكر اي شيء منه وبطلان كل حرف قلته انا ملتزم به لاننا نعتقد انه كلما قل تحقيقها,LAV
نعملوا شو يعني والمريء,NOR
2- موضوع اللواءات والعقداء والعمداء والمقدمين - القادمين لنا من الجيش والذين يتولون مناصب رفيعه داخل وزاره التربيه والتعليم وانتا طبعا عارف كويس دول جم ازاي (اوعي تقولي كفاءه وموضوعيه),EGY
اخرتها الشغليه مان منيحه ابدا,LAV
ثانيا انا قلنا ناشد الحكومه الحاليه بسقف شويع الكلي مديره مكتب كبير زايف ولا يخدم مصلحه الوطن واعاده المطرودين الي مقرات عملهم اسباب نقابيه اه الافراج عن المعتقلين نقابيين باسباب نقابيه ثانيه السويس وضعيات للحمله شهادات في صفوف المساعد الاداري مشاهدي سفينه واكثر بكثير يمكن القطاعات اللي عنده تشيخ الدبلوم ثكنه ودبلوم مصدر وهو مساعد اداري او يعني السلطه ساسلم سلم 7 كتب يعمل المساواه مساله اساسيه يبدا دستوري تلقوا ان المتطرفون واليوم 67 الف يتقاضون تعويضات اقل من زملايهم المهندسين المنتدبين مع العلم ان عنده نفس قوي وليس انني انظر اسيا لماذا تحريمه الحكومه المركزيه نقابي من دعم فتقويم ثقتها فينا اما قرد يلعبوا لا ي مطلوب نحنا كنا قد سحبت عطيرت طويل وفي الوقت المناسب في الوقت نفسه يحرمون مبدع اننا اثرا,NOR
في ايه؟ ما انشالا ماعنهم اصطلحوا,EGY
"نفسي اعرف ايه اللي حنستفيده من الكوره انا ابتديت اكره الكوره ,,,علي حسب علمي المتواضع ان اساس الرياضه عامه ترفيه وروح رياضيه ومحبه .انما تتقلب الي حرب علشان ايه",EGY
غزه باستثناء يعني يعني الدناصير الناهي في النار انه يعني راح يكونوا فنانين,GLF
انتو في النرويج دوري انا عندي شويش بالادويه والتحكم يري مع السلامه,GLF
ابو العمرين,NOR
"يا جماعه بلاش تعصب , وكلام عن الحكام , خلينا نتفق ان غلطات الحكام احيانا بتكون معانا او ضدنا سواء كنا اهلاويه او زملكاويه او بنشجع اي نادي تاني , الغلطات دي احيانا بتفيدنا وكتير جدا بتضرنا.",EGY
معظم الناس توليهم بالكذب,GLF
وحاولت انت معاك السياده كامله مش كيف كيف كيف كيف تري مثلا تقوم بتصنيع ويديك تصف وصفه,NOR
شبح وشهدنا الحشود بصفتها بلدا استاذ كل من قدم تربع وانا مش ضيوف الخشن بل سوف ننتصر جعل وضحكوا عليهم والشرع والحق معانا وحاف الحدث اللي هو اصلح يوكيش ليندي متنفسا معودين يدينفي قاعدين مثل م ن,NOR
لكن مع بعد غوده نزعت العصمه التنظيف بالبيت بس من خبرتنا مع البابا فتمت والغضب لكن اليوم بفشل وبشكل نهايي فلاشينغ باليمن ككل البدايه من التحقق من التوعيه لكن من دون عتاد تمثيل وتنظيف الغابره مثلما كنا نعمل من 8,LAV
ولاحقين يعني عندنا وقت مستقبل وقت اللي ببطلان انشغالات اساسيه مثل هذا الانشغال ان نجلس ونتسلي ونتكلم يعني الكلام مع الفريق الاخر لم يود ي الي الان سوي الي التغطيه علي اعماله وجرايمه وممارساته في لبنان ولن نعود مجددا الي كافه تعطي,LAV
